temperature,humidity,rainfall,soil_pH,disease_present,temp_humidity_index,soil_pH_deviation,rainfall_level_Medium,rainfall_level_High,predicted_rf,predicted_log
27.483570765056164,33.21505269512778,0.5727577781376618,4.975875097582007,1,9.128682512116137,2.0241249024179933,False,False,1,0
24.308678494144075,36.94500536946347,29.38794340332332,8.165265628044239,0,8.980842574907141,1.1652656280442386,False,True,0,0
28.23844269050346,34.02618938954857,16.095303239459987,6.316734017011097,1,9.608465990529844,0.6832659829889032,False,True,1,0
32.61514928204013,41.1041804694612,20.31101548395062,6.164949465435727,0,13.406189821273953,0.8350505345642727,False,True,0,0
23.82923312638332,51.971785314619126,11.851323330310272,8.482468398670957,0,12.384477882564042,1.4824683986709566,True,False,0,0
23.8293152152541,32.28957842858795,2.058563802356225,5.727684947748145,0,7.694385425424914,1.2723150522518551,False,False,0,0
32.896064077536955,50.008204977684144,0.3152001986274977,7.843563917015076,0,16.450731153485002,0.8435639170150759,False,False,0,0
28.837173645764544,32.183279276531124,19.99940083736843,7.880548271425853,0,9.280748129874635,0.8805482714258526,False,True,0,0
22.65262807032524,31.52372787503116,5.04728670907756,5.04701594661008,0,7.14095282943225,1.9529840533899199,True,False,0,0
27.712800217929825,48.18594618343214,3.063415847672062,4.42677861557573,0,13.35367499893373,2.5732213844242704,False,False,0,0
34.02436730390653,49.219363780076165,8.24789977907065,8.39029052072139,0,16.746577117179047,1.3902905207213898,True,False,0,0
22.67135123214872,48.51409936762654,5.462775533388996,5.916535888610051,0,10.998801864748254,1.083464111389949,True,False,0,0
26.20981135783017,26.84202591781859,10.545934769973735,4.00999144904588,0,7.035244357680134,2.99000855095412,True,False,0,0
15.43359877671101,35.340490219279495,6.612478826291767,6.245580252230313,0,5.454309466166394,0.7544197477696866,True,False,0,0
24.56311625615225,48.22988592003321,11.947922100408968,6.786851636863527,0,11.846762948747362,0.21314836313647323,True,False,0,0
22.18856235379513,100.0,19.202062300213896,7.492397113516153,0,22.18856235379513,0.49239711351615334,False,True,0,1
19.93584439832788,29.26307153802536,2.1760518013941628,8.243239532006374,0,5.833840407992109,1.243239532006374,False,False,0,0
26.571236662976368,44.58317939125442,3.996314777141096,8.118267830254585,0,11.84630210792952,1.1182678302545845,False,False,0,0
20.459879622393945,32.851927410085295,5.741481495401549,8.230611190246908,0,6.7214648017396925,1.2306111902469077,True,False,0,0
17.938481493323543,57.94524848392212,29.38794340332332,4.144563167167627,0,10.394497675548712,2.855436832832373,False,True,0,0
32.32824384460777,55.44841462418258,4.546557938129284,7.202983602237104,0,17.9254986876749,0.20298360223710432,False,False,0,0
35.806677746350985,46.04097426355568,4.7981132721314665,5.0163608326255895,0,16.485743285831777,1.9836391673744105,False,False,0,0
25.33764102343962,53.61006704769774,10.59793164678159,4.843987092425443,0,13.583526340970948,2.1560129075745573,True,False,0,0
17.87625906893272,40.64791350123381,5.433483159708993,7.601433558696627,0,7.266326323596235,0.6014335586966268,True,False,0,0
22.278086377374088,47.65437494375016,29.38794340332332,5.87708360127796,1,10.616482812566376,1.1229163987220403,False,True,1,0
25.55461294854933,54.77720295302075,22.48748260660205,8.12470034102051,0,13.998102198685785,1.1247003410205103,False,True,0,0
19.245032112888488,42.45498681794313,7.203308877918703,4.19095790858068,0,8.17047584663573,2.80904209141932,True,False,0,0
26.87849009172836,37.44812828485716,10.350045460488262,7.609813732692235,0,10.065491450583057,0.6098137326922348,True,False,0,0
21.99680655040597,22.95378041822884,0.5978244854526469,4.615754850771681,1,5.049098674602764,2.3842451492283194,False,False,1,0
35.31229687655043,39.16866474278506,11.898415492688914,4.79459740704243,0,13.831355176552997,2.2054025929575696,True,False,0,0
32.98720040827952,48.23423184562312,12.282684782827316,6.148082719860245,0,15.91112272430988,0.8519172801397552,True,False,0,0
34.26139092254469,49.4563342756763,4.450367840450837,5.780154733927597,0,16.944428022149918,1.2198452660724026,False,False,0,0
24.93251387631033,45.043650657184095,2.480548824666228,6.187775377579019,0,11.230514450499175,0.812224622420981,False,False,0,0
19.711445355220494,34.5870090503776,24.66026822458614,8.230119349139748,0,6.817599388970348,1.2301193491397484,False,True,0,0
29.112724560515943,20.23178431052409,5.56354687517259,6.958250210036079,0,5.890023640000559,0.0417497899639212,True,False,0,0
18.895781750144888,35.04784901995265,10.6046745637977,5.306392218289003,0,6.622565058930547,1.6936077817109974,True,False,0,0
26.044317975023777,36.956551289460485,0.3389685683455312,4.778089205430303,1,9.625081730429837,2.2219107945696974,False,False,1,0
15.201649380601122,36.87071032809986,5.345501147061558,5.890208238089201,1,5.604956108214826,1.1097917619107989,True,False,1,0
18.359069755507846,46.18556356977925,16.996843949968,6.03238462270482,0,8.479239832750192,0.9676153772951803,False,True,0,0
25.984306179345616,59.8567641101484,4.903304265489805,6.705824844547824,0,15.553364855429617,0.29417515545217565,False,False,0,0
28.692332899977053,41.23529201841093,9.242250256420556,5.197012165928956,0,11.831367258200132,1.8029878340710441,True,False,0,0
25.85684140594985,37.832682108435385,2.355398191456033,7.453791611935675,1,9.782336612395302,0.4537916119356753,False,False,1,0
24.4217585880588,37.407781869959074,5.387547851017946,4.443071104657217,0,9.135638181429034,2.556928895342783,True,False,0,0
23.494481522053555,41.24384766907714,26.260700829266792,6.5220401362029445,0,9.690028169595244,0.47795986379705546,False,True,0,0
17.607390048162863,31.71706239651601,8.357521849208586,6.805892439598501,0,5.584546887973765,0.19410756040149924,True,False,0,0
21.400778958026457,41.20198558746055,23.220886477647728,4.930742114793154,0,8.81754586189035,2.069257885206846,False,True,0,0
22.696806145201062,44.508123363318,23.229847532722943,7.7170510772482945,1,10.10192247863923,0.7170510772482945,False,True,1,0
30.285611131094576,42.09686063574488,28.850463706162923,6.769444563434549,0,12.749291510540523,0.2305554365654512,False,True,0,0
26.71809144784231,44.575419340047816,22.575319989819548,6.905749965915878,0,11.909701302533163,0.09425003408412191,False,True,0,0
16.18479922318633,100.0,0.0328652371781154,6.239845775935473,0,16.18479922318633,0.7601542240645269,False,False,0,0
26.620419846973974,100.0,27.183261924381902,8.093173977293523,0,26.620419846973974,1.0931739772935227,False,True,0,0
23.074588597918417,46.36870158395404,1.4787310403497416,7.12267411669431,0,10.699387128693877,0.12267411669431016,False,False,0,0
21.615389998470206,33.28985154337546,0.4074517571167719,5.718260042030932,0,7.19573124101236,1.2817399579690676,False,False,0,0
28.05838144420434,29.04160836996042,0.5698158373442805,5.073726495028388,0,8.148605253975468,1.9262735049716122,False,False,0,0
30.154997612479757,28.95548172145004,4.291169126110036,4.3197775367056925,0,8.731524821785273,2.6802224632943075,False,False,0,0
29.656400595580998,44.33541610472529,9.697022820474723,4.744123767311618,0,13.148288605735065,2.255876232688382,True,False,0,0
20.803912383886807,37.77425072775147,5.146850560009652,8.467073284376468,0,7.8585220250711405,1.4670732843764682,True,False,0,0
23.453938120743928,23.18031216014589,0.258864667163095,5.830451031962381,0,5.4366960702358975,1.1695489680376188,False,False,0,0
26.65631715701782,44.78037815192283,6.47185076680605,8.044092522748329,0,11.936799624288465,1.044092522748329,True,False,0,0
29.8777256356118,25.603918692011725,5.836306491986152,4.76756210598369,1,7.649868578764389,2.23243789401631,True,False,0,0
22.60412881077355,41.398213585182106,14.140737213746052,5.914123921033824,0,9.357705524153717,1.0858760789661757,True,False,0,0
24.071705116680917,100.0,3.279665703734369,8.322333101650518,0,24.071705116680917,1.3223331016505178,False,False,0,0
19.46832512996986,48.85577081695045,2.453011960762576,4.41009513138685,0,9.511400307396844,2.58990486861315,False,False,0,0
19.018966879596647,57.81684786466852,2.956322013810782,6.672929277156262,0,10.996167146208085,0.3270707228437377,False,False,0,0
29.062629111970992,26.353236740994586,3.6203187043971785,8.13627355313336,0,7.658943453034928,1.1362735531333605,False,False,0,0
